asin,helpful_vote,images,parent_asin,rating,text,timestamp,title,user_id,verified_purchase
B017LEIST2,0,"",B017LEIST2,5.0,"Etotama is such a great anime, it's truly a shame that so few people know about it. It's exactly for that reason that, when I saw this, I bought it immediately. I'm so glad I did, too, because it's one of the best figures I've seen. The face plates, legs, and arms are super easy to switch out, and feel sturdy in place. I doubt it'd come apart if you were to drop it from a realistic height. Now if only they'd make Uri-tan and Moo-tan, too.",,Absolutely adorable.,AG47CDX3ISISB46VK5Y7HTXB6M7A,true
B089FS3X7Z,0,"",B08GTHWZTF,3.0,"I realize these are randomized miniatures, but I bought 2 bricks and really got a lot of crap. There are so many tiny and small creatures that pose zero threat to a party above 1st level. Why bother even producing them. More medium sized creatures would be welcome! And a reindeer being a large mini? Really? I don't need 2 reindeer, 3 arctic foxes, 3 chwingas, and a bunch of goblins and kobolds. Characters are only 1st level for so long. And I got zero of the creatures of Sunblight except for 2 of the boss, which is supposed to be rare.<br /><br />Really weird selection of miniatures.<br /><br />Again, I realize they are random, but they could do a much better job of reducing the frequency of so many tiny and small minis and make key foes that occur in numbers more common. Not sure I'll ever buy a random box again.<br /><br />Also, the white dragon is painted light green... why?",,Really weird set of miniatures,AE6C7UK6RMOHFNT7NQJWSTPZQIRA,true
B0012N1JVI,0,"",B0012N1JVI,5.0,"Fair Warning: I'm just going to post this in all my animal items needing reviews unless one of them stands out for good or ill.  My son has a built up a heck of a collection made up of Papo, Collecta, and Schleich, and Safari Ltd. My son and I, or he and his friend, have enjoyed playing with them, some for several years. As there is often a predator-prey battle, there can be some violent collisions, &#34;clawing&#34;, &#34;pouncing upon&#34;, etc.  The Papo, Schleich, and Collecta are high quality replicas--all good build quality, durable, wonderfully detailed, a good weight and heft but not overly so, and they have held up without any issues (as mentioned, I'll note any exceptions in the individual review).  The Safari Ltd. have suffered the most from the treatment, though the vast majority of those creatures have come through relatively unscathed. I'd say they're lesser quality i both durability and craftsmanship, but they are more than adequate for playing even somewhat roughly with.  If it has thin legs, or other parts, it might be better to go the Schleich or Collecta, as they really are excellent build quality. But for creatures without a lot of appendages or thin parts (say, a beaver), the Safari are fine, if not quite as nicely made.<br /><br />The hyena is one of the better looking ones, especially in its posing",,"Fun to play with, nicely posed",AEJIPQY4UD6ZS2ATZPPUSQYEVSQA,true
B005YXFW2O,10,"",B0BZJWBVZ7,5.0,"Expansions are sometimes hit and miss, but Wizards Tower is a definite hit with our family.  It does exactly what an expansion should do--rejuvenate a game you've played for some time and enhance its enjoyment.  Wizards Tower completely succeeds.<br /><br />Pros:<br />1) A small thing but a nice touch--everything that comes in the expansion fits easily into the original game's box.  We just transferred it all over and recycled the expansion box-no need to take up more space<br /><br />2) Monster variety.  The game adds more monsters, more cards, more boss monsters.  Even better, the new monsters add a lot of variety in that they have varying abilities and vulnerabilities. Some can be struck only by archers, some more faster, and so on.  The \"special monsters\" are even better. The Hydra, for instance, adds news monsters (imps) onto the board for every hit point of damage you inflict on it.  The dragon breathes fire at your defenses, the necromancer raises killed monsters, etc.<br /><br />3) card variety. The more difficult monsters are balanced out by the addition of some new Castle cars but especially by the addition of a Wizards Deck--each card in it allowing you to perform a spell that can do some damage (often across a range of monsters based on arc, color, spacing, etc.) or push monsters back. And it really is a nice balance, the spells aren't so uber powerful that they over-compensate for the tougher monsters<br /><br />4) requires more thought.  Because the monsters are harder and because some can only be hit by certain cards or move faster or do ranged damage, you really have to plan further ahead in this one as well as react faster on the fly.  The Wizard cards help a lot, but you can't simply stock up on them as there are several ways in which you can lose them by being forced to discard them (the Basilisk monster, for instance, requires all players to discard down to two cards). This is something you really have to plan around.You also have to plan around defending that Wizard Tower because once it goes, so does the ability to gain more Wizard cards.<br /><br />5) the way the game can turn quickly.  With the addition of imps, one-point relatively weak creatures, the game can really flip itself as imps sometimes appear based on a roll of a die. So you might end up placing a single imp on the board--no biggie, or you might end up placing six on the board (ruh roh).  The addition of goblin cavalry, who move two spaces at a time, can also turn the game quickly.  As can the ranged attacks.  There's really a greater feeling of instability which adds to the richness of game play<br /><br />We've always enjoyed Castle Panic with our originally nine-now-ten-year-old. We like the cooperative aspect, the planning aspect, and the fantasy aspect. All of us agree that the expansion has made an enjoyable game even more enjoyable.  A definite recommendation for fans of the game and if your'e buying the game for the first time or as a gift, I'd say pick it up at the same time and save it until you've played the original a few times.  But not too many as the game really is better with the expansion, no matter that it's pretty good on its own.<br /><br />Cons:<br />we haven't come up with any yet",,"great expansion, adds a lot of fun",AEJIPQY4UD6ZS2ATZPPUSQYEVSQA,true
B076GYC1F6,4,"",B076GYC1F6,5.0,"I really liked this product, I did expect them to be wooden as most Montessori tools are but they are a hard plastic. This actually makes them easier to clean and lighter in weight so when my child wears it as a necklace it's not too heavy. However if you have younger children around be mindful, they are 3+ and a choking hazard. The oval and sphere fit perfectly into my 13month olds mouth.",,Great product but plastic not wooden,AEU3BBADWAMG65WUXOQ2YCTTWPEA,true
B0754JKHWW,0,"IMAGE,https://m.media-amazon.com/images/I/81biRRF1VkL._SL1600_.jpg,https://m.media-amazon.com/images/I/81biRRF1VkL._SL800_.jpg,https://m.media-amazon.com/images/I/81biRRF1VkL._SL256_.jpg",B0754JKHWW,5.0,"I needed a simple way to connect the output of two Solar Panels in parallel, and this works great.",,Works well,AESYCQNZV7C7X5OCRZSEI3AZIYGA,true
B099NV94YK,0,"",B099NV94YK,3.0,Nice game if the would of included the dice.,,"Nice, but is missing the dice.",AE7KDDMRII7MM255Z6IK2M7TGEOQ,true
B016MUZWKE,5,"",B016MUZWKE,3.0,This was a fun puzzle.  It would have been more fun if it wasn't missing 2 pieces.  I've never had this happen to me before.  I'd read reviews were people said pieces were missing and just thought it was a problem with the reviewer.  Then it happened to me.  It's the first White Mountain Puzzle I've done and now I'm wondering if I should cancel the new one I ordered.,,Missing Pieces,AH3PO3GL3XHB7UZ25H5K4COCAI5A,true
B0037YQTWY,4,"",B0037YQTWY,1.0,Did not light up upon receipt.  We used it anyway and it broke on the seam within an hour of use. Not recommended.,,Item was DOA,AEJCMEDW2RK3HC7IYS72ISUTUGXA,true
B004WLYLVC,0,"",B004WLYLVC,4.0,"This is a very cute figurine, but my daughter in law laughed when she saw the &#34;geisha girl&#34; who was joining the line up of role models for my granddaughter, since she thinks this career girl might not be the desired role model. I thought the figurine was an opera star, which seems to me to be a perfectly acceptable role model. I've been giving my 6 year old granddaughter all the girl lego characters I can find.What do you think? Is this an opera singer or a geisha girl?",,Cute but not sure what it is,AFDO6EYILLRZ7SBMVZ7AOK4N2BFA,true
B019VRTJYU,0,"",B019VRTJYU,5.0,Was the perfect gift for a Lego fan!,,Five Stars,AHEAWOMBZUSWZIETX3ZFOEASDHHQ,true
B0096MD9HY,0,"IMAGE,https://m.media-amazon.com/images/I/81a0yW+m1OL._SL1600_.jpg,https://m.media-amazon.com/images/I/81a0yW+m1OL._SL800_.jpg,https://m.media-amazon.com/images/I/81a0yW+m1OL._SL256_.jpg",B096HL1X3W,5.0,"Jillson Roberts is an Excellent Seller!! Incredibly Sparkling Hummingbird Stickers designed by Hambly Studios. Perfect for Cards and Gifts! Shipped Fast, Excellent Condition!!",,Amazing Sparkling Hambly Stickers,AEFYOBWJATR3WNFZBXXEGWUKRKDQ,true
B000UZEPQK,0,"",B000UZEPQK,5.0,These worked great for me. I was in need of some new glow plugs.,,Gott keep the planes in the sky!,AFFTUCHGJUUAQGYCODAGZQR3JBVA,true
B00AU56C5W,0,"",B00AU56C5W,1.0,All the tiles in the box were scratched and scuffed up. This is clearly a used set. Super gross. I purchased this box one week after purchasing the set we already had so it was a stark contrast to compare the condition of the two boxes of tiles. My son was very disappointed so we returned this set.,,Clearly these tiles have been USED,AFJYMB544SJFXONEIW2EXACMEJEA,true
B00MAOEGG8,0,"",B00MAOEGG8,5.0,"Good quality, good price. Colorful, sturdy and they all spin easily right out of the box. I use these when auscultating young patients. Allows one to detect wheezing in reluctant breathers.",,Quality medical product and kids like it too!,AFONOZSXMGSXYTP6XWT4BSX36ZWA,true
B01M5AHF0Z,0,"",B01M5AHF0Z,5.0,Tight fit. Good electrical connection.,,Tight fit. Good electrical connection.,AHUUIEM6647KFK42TMNAQF3IEX7Q,true
B00WHCQYXG,0,"",B00WHCQYXG,5.0,"Fast shipping, battery exactly as advertised. Good buy. Will buy again.",,Great battery at great price,AHUUIEM6647KFK42TMNAQF3IEX7Q,true
B00PBAYPPK,0,"",B00PBAYPPK,5.0,"Great price,  good batteries.",,Great Value,AHUUIEM6647KFK42TMNAQF3IEX7Q,true
B000LWHC8U,4,"",B000LWHC8U,5.0,"My mother-in-law visited her sister in North Carolina a year or so ago and learned from her brother-in-law that he was playing Solitaire to keep his mind sharp.  My mother-in-law came back to Texas a convert. She began playing solitaire every day.  She was born a Baptist and was taught that cards were of the devil, seeing her brother-in-law playing cards like and not being hounded to Hell convinced her it might be a good idea.  She had some trouble shuffling cards and developed a card sorting strategy that she felt gave the cards a good mix.  When I presented her with the card shuffler she began to use and has been using it a lot.  She plays more games and her cranky achy  hands don't get in the way of keeping her mind sharp - her goal, after all.  This device is not hard to use at all.  Split the deck, put one half the deck on each feed tray and press the button and after several seconds the cards are nicely shuffled.  That's what I need in a product: something that does what it claims to do without a great deal of learning and intervening actions.  Simple.",,Mother-in-Law Is SO HAPPY,AF6MX7PRPRO6LSVDFOYKOKMEWFDQ,true
B00R3MYENC,0,"",B08M9ZQN51,5.0,Bought for my one year old. My 3 year old likes to play with it too (bonus!). Keeps my kids away from the real remotes! (Double bonus!) songs are catchy!,,Nice,AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,true
B00012O42W,0,"",B00012O42W,5.0,The drill is fun! Bought for 3yo.,,Fun toy,AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,true
B07XLGBRNG,0,"",B07XLGBRNG,1.0,I didn’t look at the doll too much. The box was taped up as if someone else received it & returned it. This prompted me to return it. Unfortunate.,,I believe I received a used package,AGPC7CWRQPMNQFXWLYJYQYF7DCQA,true
B002XO760I,0,"",B07L12SQSQ,5.0,Like these cards! Perfect for our card group.,,Very pleased with these cards.,AELNJYWSCOLV6JZ7TI2YYLAWJTCA,true
B013KC8V14,0,"",B09F795JQB,5.0,My almost-three-year-old granddaughter loves this! It's so much nicer than the plastic kitchens.,,Five Stars,AEZLL5YEAK27JVYMZFAKLVSAUZRA,true
B002T713SA,0,"",B08X1FX17V,4.0,Big hit with my grandson.  Works with previous wooden train sets and their wooden tracks.,,Big hit with my grandson. Works with previous wooden ...,AG6KHFG7KYJIFKLULQ4EB6VR5QAQ,true
1933054395,1,"",1933054395,5.0,Our boys (8 and 10) love this game and we enjoy playing with them.  This is our second purchase of the game since we gave our first one to our cousins in Ireland when visiting them.  They fell in love with the game too so we left our first one with them.,,Great Game!,AHB2XAQCBNURR6QDZ2HOPJJEC7MQ,true
B01CXVRUPG,3,"",B01CXVRUPG,5.0,"My kids tried to be careful with these, really they did.  But until you have some kind of sorting/storage systems it is really hard.  Those beads are soo tiny!  So this to me was a miracle, since we got it I have only had to pick up maybe 5 stray beads . . . and that may be left over from previous &#34;oops-astors&#34;.",,Love the sorting.,AFTO4JXZZT4K3LAPYSCWTROSUVLQ,true
B09JBC2QYP,0,"",B09JBC2QYP,5.0,"These rattles are a great value for your money. They are very well made, are sturdy. My baby loves playing with them. Even my older kids enjoy making music with them.",,Very Well Made,AEVTHRLY75EIOX5SAJ7267ZRU5VQ,true
B0788MR8LC,0,"",B0BXYNHRQ6,5.0,Fabulous products!  No child could resist a lesson presented with these tools!!,,Fabulous products! No child could resist a lesson presented ...,AGLJDE4CP4SHZUFVGTLIRYTCVXQA,true
B00L2N1OVI,0,"",B00L2N1OVI,5.0,"They are dice. There is a good assortment and lots of colors. Everything was as advertised.  The quality is on par with dice you'd get in a board game.  I even noticed one particular D20 rolled unusually high.  I even rolled 2 20's in a row, so there must have been some luck in the bag.",,Not fit for human consumption.,AFUE6HKSEPRLY2X47TXRX5INFQMA,true
B07D4ZKXGV,0,"",B07D4ZKXGV,5.0,My son loves this arena and the bet ladies that came with it,,Fun for my son,AEC5BANHYBAAUILS4UMGLQZ7P5CQ,true
B00PKTQORO,0,"",B00PKTQORO,3.0,"Gave it for Christmas. One of the elastic straps died before New Year’s Day. I fixed it, and the other one gave out. Not worth the price. Go a bit more expensive and get something STURDY.",,Cheap trash,AE3AOPWWHBHKS7PK3P23YE4CCXIQ,true
B004O3PZMW,0,"",B004O3PZMW,1.0,"Starting with the pros: the color is pretty.<br /><br />The cons: the face is paper, and the back falls out. It's cheap as blazes. The battery wears out very quickly.",,absolute crap,AE3AOPWWHBHKS7PK3P23YE4CCXIQ,true
B018OYK80U,0,"",B07BTJDZX3,5.0,Just what my wife needed for her art class,,Quick delivery turnaround,AGOUTDI2NNSKMGKFT3XTMKZTHNYA,true
B01DLLIPRO,0,"",B01DLLIPRO,5.0,These are wonderful diverse little wind up toys.  I used to get wind up toys in my Easter basket as a child and I have been looking for them.  These are much better!  They each do something different.  There will be wind up toys in all my grandkids Easter baskets this year.,,These are wonderful diverse little wind up toys,AE5YH5Q6FP4RCKH5GDTJVZSOHATA,true
B000T8WN4O,0,"",B000T8WN4O,5.0,APC are the standard: they work just as they are supposed to.,,Always reliable.,AG3XVMSR63FRTMHFIACPDO7OYZDA,true
B000BOGAUE,0,"",B000BOGAUE,5.0,"The Feedback dorm asked for irrelevant info about how educational the 'toy' is etc.<br />These connectors work exactly as described, for the specific task. They are<br />not a toy, but a piece of electrical equipment which is part of a model.",,Questions not relevant: good product!,AG3XVMSR63FRTMHFIACPDO7OYZDA,true
B06Y6212TK,0,"",B088T169W9,5.0,It works!,,Good gift for a 10 year old,AHSGKTH2JGDBBCOHZKE2FI77D4XA,true
B00134MJWE,0,"",B0BSDPZFZ8,4.0,"The box was was a little torn, but orherwise the game is great. So much fun. Like Trouble but with extra rules. And I love the game pieces.",,Fun game,AHHL5TXL6DLAFKA3S4TN2H3QLC2A,true
B003BHIOCU,1,"",B08WBVL32G,5.0,Husband had me order this. Was much cheaper for his model airplane remote control.,,Five Stars,AHXOFLMLDX7UIVMJDOOODVE4CJBQ,true
B00LXUW1DU,0,"",B00LXUW1DU,5.0,The all father approves,,Thor loves this one,AHQOMLZZJAA7TWN4XUHON6RIRC4A,true
B00VNY6EJ8,4,"",B08J8JJRKZ,5.0,"This is a great set. Our 2- and 4-year-old grandsons love it. Right now, the adults mostly build the track (which we love to do) and the kids drive the vehicles, but the set will grow with them as they get older and can do more.",,Wonderful investment for children,AFWGR35NRL4H6524ND6SSLXRIMQA,true
B07Y4SM4ZR,0,"",B081YT9QV7,1.0,"missing piece, a center rod, was not able assemble.",,one of the center support rods was not included.,AFZ5Y62UGKAQG2TF5OTZOPQAM4JQ,true
B07TWD2W33,2,"",B07TS5TSWT,4.0,"my husband loves these cups fr outdoors. its big 32oz and sturdy, the plastic is not too hard (if drop it wouldnt break). color nice as well",,just the right size,AEFRXQ2RZQP34MH5GNR47HP3EACA,true
B06Y1B2Q4S,0,"",B0BSDN3JCK,5.0,My Grandson loves it!,,Fun for him,AHFQLOAE72HN7RRPU2S4OTXDZQEA,true
B00A2F7JBG,1,"",B084WBFVGM,5.0,"Fun game, comes in a cute little tin for easy storage.",,Fun game,AEVHZ7M4LA3G4U43JPMTI2NWRLOQ,true
B004I6616O,0,"",B004I6616O,5.0,Perfect for my son's Magic Cards.  He loves it.,,Good quality,AEVHZ7M4LA3G4U43JPMTI2NWRLOQ,true
B073XSJPNQ,3,"",B073XSJPNQ,5.0,"This game never really took off with my kids.  But the product was exactly as advertised, delivered quickly, great price, no surprises.  That's 5 stars.",,Just like the picture.,AHVKDZGOO64LLIEMK4II4RRZNPSQ,true
B00000J0JF,0,"",B08FD8VQCP,4.0,"Game is fun, wonderful for family nights but material is a little cheap.",,"Fun game, cheap material",AH265DSWKMQLOSDXTIEO3ZSVQHYA,true
B0B28YRV8M,0,"",B0B28YRV8M,5.0,"It is actually a bit of a challenge even for the adults to put the puzzle pieces back together, even with the guidance of a provided picture to place the pieces on. It led to laughter and fun.",,Attractive,AGZZWG6YQAPCBJROJZZL7HYWYEEQ,true
B01MTNAAKX,0,"",B01MTNAAKX,5.0,Great as a prop for a short play.,,Five Stars,AHIEORDUWYCDFXQOG4VLQSDLQVIQ,true
B01NBKTSZ7,0,"",B01NBKTSZ7,5.0,It's perfect.  From Grandpa & grandma to first grandson.  A life time treasure,,Classic Teddy,AGHJDJLWQUCVLVDD4OADGBVW6MQQ,true
B07HDX46HS,0,"",B0BHTKLVR6,5.0,These are great. My kids had a lot of fun with them. Very sticky but don’t leave marks on the wall. Easy to clean.,,Very sticky but no marks,AHTH6ME2YX37YA5T2MWU34EMOUZQ,true
B00407L0KS,0,"",B00407L0KS,5.0,Perfect for party favors,,Five Stars,AEN7RC6DKSKMDG5EMTDJ3ADNDZPA,true
B00RYZR3TK,0,"",B00RYZR3TK,5.0,my nephew loves it!,,Five Stars,AEN7RC6DKSKMDG5EMTDJ3ADNDZPA,true
B00LK0M4U8,0,"",B00LK0M4U8,5.0,cute doll nice look,,Five Stars,AEN7RC6DKSKMDG5EMTDJ3ADNDZPA,true
B00JRYH2L0,0,"",B00JRYH2L0,5.0,Great,,Five Stars,AEN7RC6DKSKMDG5EMTDJ3ADNDZPA,true
B00IVLIJ4Y,0,"",B00IVLIJ4Y,5.0,Great,,Five Stars,AEN7RC6DKSKMDG5EMTDJ3ADNDZPA,true
B0000663R6,0,"",B0000663R6,5.0,"I purchased tgis for my granddaughter and I to play. She LOVES my four kitties, and would love some of her own. She is eight. The great thing about this besides learning about different breeds of cats is that it really helps with math!",,Great for learning math!,AERQHD34GATK3P4BWWDNDI3OA5UA,true
B01AY6XDSU,0,"",B01AY6XDSU,3.0,"Lightweight, cheaply made.",,Three Stars,AHJOSXVAC4EBVHDMYLIYXCIZZ3OA,true
B00V686AU4,0,"",B00V686AU4,5.0,Great price. Was a gift. Shipped fast,,Birthday Gift,AEBAAZDSCUSGMDVRK3MCBXCTXKXQ,true
B008GPUUBK,0,"",B008GPUUBK,5.0,Loved by the recipient who has a weiner dog.  Good quality cards and bright colors.,,Five Stars,AGFFYSEQYEN7D5B77Q6L6HNK4IKA,true
B01N8YCRER,2,"",B01N8YCRER,5.0,I’m a Tarot Junkie - always seeing decks that I need.  My first non card deck was a success.  The packaging and materials were all in perfect conditions.  Great to just play with.,,Unique and Interesting take on the Tarot,AHKZTZ23L27UGUMHEASSEYYXJRMA,true
B01LX38OU1,1,"",B01LX38OU1,3.0,"Fun but a tad Flimsy - one arm broke off due to ever-so-tight plastic tags, next to impossible to cut wit a pair of scissors w/o hurting oneself! Pls use twister tags instead.",,Tags,AF7EM4N67D5P4YJKZZF7XODK6HVA,true
B00CJTBPTU,0,"",B00CJTBPTU,5.0,great costume,,Five Stars,AHL2C3QMOOGRJC7OGYIDVGTYGWAA,true
B076JQP4X6,0,"",B07ZHW6DC8,4.0,"My grandson want Nerf guns and we picked him up two of these.  He likes them and the operate well enough for an 8 year old.  They do jam up from time to time, but he doesn't care, the clears that jam and continues on.  I think the price was a little to high for the plastic toy that these are, but he likes them, so I'm fine with that.",,My grandson Likes These,AG3BUKTFR5GHARWD4HI3B26YRNSQ,true
B00BJHKR4C,0,"",B00BJHKR4C,4.0,"I bought six of these.  Three I zip tied to the legs of my deer feeder to keep the squirrels & raccoons from climbing up the legs and getting to the spinner.  Three I gave to my grandkids.  The three that are on my feeder are working and lasting great.  The three I gave to my grandkids were trashed in a couple of days.  🤣  Slinky’s have been around a long time and are fun, but they’ve never been durable in the hands of 1-8 year olds; but that’s OK, we all know that.  The price was fine and because the kids like them, I’d buy them again for them.  I’d also buy Slinky’s again to place on more deer feeder legs, they work fantastic for keeping squirrels & raccoons from climbing the legs.",,👍👍👍,AG3BUKTFR5GHARWD4HI3B26YRNSQ,true
B00XHPCTA4,0,"",B07YLP964M,4.0,"It's good, kids like it.",,Kids like it,AG3BUKTFR5GHARWD4HI3B26YRNSQ,true
B07416RXK2,1,"",B07416RXK2,5.0,Bought for one year old. He loved them. Perfect size.,,Good for a very young child say 1-3,AHUKQJLTUKAM2CIQHGCNNQDHQ4RQ,true
B00RWNEN9W,0,"",B00RWNEN9W,5.0,"Every kid should have these growing up!  Even on sale, seem pricey for small pieces of wood.  Lots of fun and a perfect gift!",,Great gift,AFHPRJTGUKSIHVWCLRE2E2TASSXA,true
B07CP2FCCV,0,"",B0BZHZZ9CW,5.0,Super fun.  My granddaughter plays with this constantly much to my sons delight...lol.,,Super great toy,AFK2KVBXW6A34LURDKQGJ65FEM3A,true
B07RQ13J34,0,"",B081ZCZJ5V,5.0,Grandson loved it for Christmas.,,Great gift.,AFK2KVBXW6A34LURDKQGJ65FEM3A,true
B00J4QAVO6,0,"",B09QQLM87Q,5.0,Gold cards are so cool & unique. I have seen the cards other places. But these also come with a red velvet interior wood box. The box is even unique because it has an extra slot for your authenticity certificate.,,Very Cool!,AF5PYXGYNIY6QQXMST5DHHRJA26Q,true
B07NXQPYTM,0,"",B07NXQPYTM,5.0,I have seen many of these for sale. I picked this one because it has real wood logs.,,Real wood,AF5PYXGYNIY6QQXMST5DHHRJA26Q,true
B00NQOPV9W,0,"",B00NQOPV9W,5.0,Fairly detailed for such a small scale. Very good price.,,Good small scale,AF5PYXGYNIY6QQXMST5DHHRJA26Q,true
B07BMZF5CV,0,"",B07BMZF5CV,5.0,Beautiful miniature flower. Nice little ceramic pot. Meirucorp has the prettiest reasonable priced miniature flowers.,,Beautiful Meirucorp,AF5PYXGYNIY6QQXMST5DHHRJA26Q,true
B006UPHP5M,0,"",B006UPHOIK,5.0,"Very soft and well-made with the right profile to the face, etc.  Was an immediate hit.  We have 6 different pugs in our lives and this was the best I could find anywhere for design.  Just adorable.",,Really looks like a pug!,AG2URODTJYWCDB2AJUTU3HOOFJTA,true
B078TDL1NM,0,"",B0C4NPFSWF,5.0,"Easy to inflate. First one came unable to inflate... Would leak air out in one day.<br /><br />Second one came perfect, and the kids have hours of fun on it!",,All the kids love it,AEVYOAQYZ43OJMT2NKOMKHUJVK2A,true
B078J3RJDQ,0,"",B078J3RJDQ,5.0,My daughter loves calico critters.<br /><br />It's great quality. Am going to buy more.<br />(She wants a daddy cat now to go with the mommy and baby cats),,Love these,AEVYOAQYZ43OJMT2NKOMKHUJVK2A,true
B07GLH98KK,0,"",B07GLH98KK,5.0,Great!,,Great!,AEBWYRYSGDRQB3TPD2VSAPEEPE4Q,true
B00OASUS64,0,"",B07N5HFYY5,5.0,This little stuffy is so so cute!,,Ridiculously cute!,AEBWYRYSGDRQB3TPD2VSAPEEPE4Q,true
B07GRFFNGM,1,"",B07GRFFNGM,5.0,"[[VIDEOID:65e656aae4b8d7d267bb5a3177c5aa5f]] I loved putting this cube together. I have the blue kit also, but I haven’t put it together yet. So many LEDs left over. Please, please, please study the photo detailed instructions before starting. This is basically a soldering project.",,My Own Personal Fireworks!,AEMJTZ4AZMCZBNVCWK2BBYNSNLKA,true
B00VJKT1RS,0,"",B082X1NY67,5.0,Gift for son & she loves it!,,Happy boy,AEV55ATQPWC473A6WA64T24LCPVA,true
B01DGIKAG6,0,"",B01DGIKAG6,5.0,Gift for daughter & she loves it!,,Happy girl,AEV55ATQPWC473A6WA64T24LCPVA,true
B00T01LLP8,0,"",B00T01LLP8,4.0,"Don't set fire to your charging station! Haven't had a chance to really test the quality of this under fire, but it seems like it'll do a decent job.",,but it seems like it'll do a decent job,AEA5VTZ5E5ORLNWSVBDHAYY2X3RQ,true
B08BJ3W18G,0,"",B08BJ3W18G,4.0,Had to take out about 10 that were not age appropriate,,Not all age appropriate,AG3ES4LBG3TR34S7WK6ZYHZWM5SQ,true
B00BB7YETE,0,"",B07N1X8M2X,5.0,My wife loves sloths! The perfect gift.,,The perfect gift.,AEUCNJVO7OX6FKJ3GQLQZPOTRM4A,true
B01N6M0KEN,0,"",B01N6M0KEN,5.0,This thing is well built and is a lot of fun. Great educational toy/display. Be nice if our energy companies could scale this up and make free energy.,,Super Cool,AHOPHP6RQ6DSJM3EQHW3RZ2YR7NA,true
B07B8GCGG9,2,"",B0C7MRCDK8,5.0,I know it's a toy but this thing is amazing! These machines are built with quality and precision. If they come out with a bigger version I will purchase it. This technology needs to be exploited and mass produced for the world to see! Just awesome!,,Amazing Toy,AHOPHP6RQ6DSJM3EQHW3RZ2YR7NA,true
B07ZPPSM6T,0,"",B07ZPPSM6T,2.0,Cost more that it is worth for a rubber dinosaur with movable limbs.  I think it had also been a previous return.,,Overpriced and 2nd hand,AEXD5ZGPZ42X32MJIDCWQZUJDLGA,true
B078RCQ46D,10,"",B078RCQ46D,4.0,"The bridge is better than the Magic Tracks bridge and the cross roads and switch track plate are good additions to the Magic Tracks track sets. But, the turning plate doesn't fit the Magic Tracks cars' length correctly in order for the rear wheels to run up between the plate's turning gears. Neither the remote controlled cars nor the regular cars will make it work. EXCEPT, occasionally a car will hit it hard and the front of the car jumps up putting the bumper over the top of the turn-around plate which put's the rear wheels in the gears correctly to make it turn.  With a remote car, it can be backed up and repeatedly rammed into the turn-around until eventually it jumps the edge and the wheels will connect to the gears.",,Mostly good. Turn-around not so good.,AEXD5ZGPZ42X32MJIDCWQZUJDLGA,true
B019JIACM4,0,"",B081TPTHSG,5.0,So spooky in person! It's perfect.,,So cool!,AHVEANK5HSPHP6BR45OXAAAZXTWQ,true
B01FSVJI0S,0,"",B01FSVJI0S,5.0,"My daughter freaked when she saw 6 of these blind packages! Each one was unique. We got some sweet (berry cupcake) and some savory (sushi, hamburger) and she loves each one.",,Great value,AHVEANK5HSPHP6BR45OXAAAZXTWQ,true
B00KOSTRNE,0,"",B00KOSTRNE,5.0,I REALLY LIKED THIS SET AND i AM WAITING FOR IT TO BE ON SALE AGAIN SO i COULD BUY ANOTHER. ESPECIALLY THE ONE WITH THE WHEEL AND ACCESSORY PARTS.,,I REALLY LIKED THIS SET AND i AM WAITING FOR IT TO ...,AF3E5XBYT4CUNOH3CB2SY7N4Q5CA,true
B00MVICDXG,6,"",B00MVICDXG,5.0,"Some of these are easy to figure out.  My 7 year old nephew took one out and solved it in a few seconds.  My 6 year old niece picked up another and had it figured in just a few more.  There are a few that have the same or similar solutions as others too.  And yet there is one that we just haven't figured out yet.  Nevertheless, these were a fun little challenge for the little ones and a great way to stretch their brains without having to teach them the Rubik's Cube.  There should be more toys/puzzles that are built to challenge spatial reasoning skills for youngsters.  This one is a nice little starter set before graduating to more challenging puzzles.",,Nice little starter set for young ones who need a quick challenge that doesn't involve staring at a computer screen.,AES5I7WOH2GFVVW4TAIFSLDQQVCQ,true
B07XC3JGJK,0,"",B07XC3JGJK,5.0,A Beautiful doll . I know a lot of people with vertiligo,,barbie has done it again,AHGDW7N32YMLK7V2MRYA66JY57RA,true
B096XQ387W,2,"",B096XQ387W,1.0,"These arrived fast, I am thankful for that. However, they were so dirty they were unusable! The blue shown in the picture is not what you get, you get a super faded baby blue instead. So those didn’t match anything else we had. The red balloons had a TON of extra black paint smudges all over them. The pictures are tiny as well. The worst part is all of the balloons had a green/brown gross dust or film on them. The dirtiness plus the chemical smell- we didn’t use them and are returning. Bummer because the picture looked great, unfortunately it’s not what I received.",,Not worth it!,AE5YCFORXJBSGKBKXSUL53BGJW2A,true
B00EUBMLT8,0,"",B00EUBMLT8,5.0,Perfect for our cat shelter fundraiser.,,HUGE!,AGAOOPGYDH4Q27WSQRJETVBYQ4CQ,true
B07KW3M7XG,0,"",B08CHGC43X,5.0,Grandson wears it all the time!,,Excellent,AGF5ZSPYNDEEB6GXS6YR7IGRDUPQ,true
B07D88KHY6,0,"",B07D88KHY6,5.0,Grandson loves this!,,Excellent,AGF5ZSPYNDEEB6GXS6YR7IGRDUPQ,true
